Q1_Need,Q2_Need,Q3_Need,Q4_Need,Q5_Need,Orientation,Age
7.4365180454948625,7.314044139002549,-0.8631277795631802,-0.477072819894518,7.650180055207219,Heterosexual,44
4.082365379524887,4.310535198313018,2.6791477618878616,2.179995438050484,5.235053170478718,Heterosexual,42
4.207742371604816,3.8554372413828717,1.3355609170009368,2.622048471213738,9.2910038828084,Heterosexual,20
3.3905470667657442,2.5599936240607386,2.5877768855072496,2.2355634648116705,8.32429360443121,Homosexual,59
6.298111443987017,6.037021628174852,5.052509845947789,7.295411112690205,7.704341697982504,Bisexual,37
1.547691954679576,1.7170461824965966,4.939927543831855,7.639776771860299,7.552495297666526,Pansexual,52
7.61721764632472,8.29084074475501,2.546380582027294,3.477483414457589,8.417331764144457,Heterosexual,45
3.858189648657346,3.5309880433443297,2.7791950284115887,2.3031283562552796,7.12697158257996,Heterosexual,36
5.4785586440856475,5.1732594971903,1.7985351410143318,1.251061011017397,5.901418699296978,Bisexual,31
4.625944436783885,5.15080976846879,5.268291752614976,4.804383228852542,5.574187528319851,Heterosexual,47
7.193161905567461,6.608974981718512,0.7855029976692234,0.19660444528609333,7.21663467600865,Pansexual,38
1.909788935753519,1.682036663901885,4.772510129663657,3.7568003655995894,7.249492973487858,Heterosexual,22
4.516374193979739,3.983467160069609,2.9288529631877167,3.0003075335813176,6.47934236457086,Heterosexual,32
4.423918467997376,3.6235504101869758,3.6310250221991014,3.0855238234057767,7.569607485203308,Bisexual,37
6.700654163503156,7.730305670213548,1.2452904622738084,0.9865351970355024,7.338050079976165,Pansexual,38
3.3501630990289537,2.69044095535806,5.207330333180062,3.9120556839823433,7.722835770254418,Heterosexual,23
4.741357688674347,4.69521994376505,1.5375195044665968,1.0388891163584284,7.465085954607924,Heterosexual,52
3.6832123731179425,3.894726400616822,5.07231270780078,2.8220375765668115,7.532326253002906,Heterosexual,48
5.063320620073389,4.435206110722696,4.03577745721225,4.209302644597356,6.209724354815415,Pansexual,21
5.874222820573733,6.485530438960071,5.168989519804348,3.8626053145954122,7.005721610979111,Heterosexual,51
3.3490712341806184,3.8172372778914063,2.804545524665421,1.9525237928715122,6.215422232195627,Heterosexual,46
6.717085564759421,7.511731423840164,2.017442059303887,1.2614886475298004,6.43322607102066,Pansexual,24
6.352386080889193,6.822698795113935,3.84309813602897,5.443626526897597,6.761674449331327,Heterosexual,18
5.753741508352802,6.647867036488693,9.672050502651299,10.128505657113925,7.150446359769833,Heterosexual,51
6.3512839238966174,7.871199434403033,4.821392635908479,3.6348570025521063,4.567203492094199,Heterosexual,27
3.9744082112385004,2.18361642551414,2.9521070630866544,3.384613515534341,8.696215893403302,Pansexual,21
4.815664661722027,5.903757116018197,2.5286370633777984,2.8760405717528332,7.847686366536754,Homosexual,57
3.5963458486113966,5.113192166016365,6.2428053520122795,6.096010150950477,6.909389797720416,Bisexual,62
4.598167880560976,4.748053909526601,1.703319029735922,2.289359266253376,7.492119250701112,Homosexual,58
5.795533200107279,6.856798883298792,5.128509204888617,6.41736981719537,7.122535502677511,Heterosexual,42
3.9625088724120365,3.5781917741182614,6.0080373056987195,6.230737325791114,8.321942177423152,Heterosexual,18
4.404869709716034,5.516059336203673,0.8279624619808406,1.6351176782183043,7.958952514610058,Asexual,36
3.969240949820601,3.137590272277944,4.21806147798842,5.150175789857553,6.633465382167721,Bisexual,21
3.7321915377519206,3.279782607000666,3.4614464682669355,3.107195247766274,6.601734905478191,Homosexual,57
